,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://namal.edu.pk/workshops-and-seminars,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Workshops and Seminars, , , ,To Contribute,"
    ", 
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/eventAndNewsImg/list9748741.jpg,Whats Happening at Namal, , , , ,"
					Visiting Namal",Academic Calendar, 
2, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/eventAndNewsImg/list169338.png,Extreme Commerce, , , , ,"
					Important Links","
    ", 
3, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/eventAndNewsImg/list8194556.jpg,Digital Marketing Bootcamp, , , , ,"
					Resources",|, 
4, , ,https://lms.namal.edu.pk/,https://namal.edu.pk/uploads/eventAndNewsImg/list3712862.jpg,Remembering the sacrifices of Imam Hussain (RA), , , , , ,"   
    ", 
5, , ,http://library.namal.edu.pk/,https://namal.edu.pk/uploads/eventAndNewsImg/list5435527.jpg,Unleashing Your Inner Potential, , , , , ,Faculty, 
6, , ,https://namal.edu.pk/contact-us,https://namal.edu.pk/uploads/eventAndNewsImg/list6765990.jpg,Let us become Food Sovereign, , , , , ,"
    ", 
7, , ,#about,https://namal.edu.pk/uploads/logo4980416.png,Idea Generation Workshop, , , , , ,|, 
8, , ,https://namal.edu.pk/chairmans-message, , , , , , , ,"
    ", 
9, , ,https://namal.edu.pk/vision-and-mission, , , , , , , ,QEC, 
10, , ,https://namal.edu.pk/core-values, , , , , , , ,"
    ", 
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , ,|, 
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , ,"
    ", 
13, , ,https://namal.edu.pk/people, , , , , , , ,NULMS, 
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,"
    ", 
15, , ,#academics, , , , , , , ,|, 
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
    ", 
17, , ,https://namal.edu.pk/student-handbook, , , , , , , ,Library, 
18, , ,#departments, , , , , , , ,"
    ", 
19, , ,#, , , , , , , ,|, 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , ,"
    ", 
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , ,Contact Us, 
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , ,"
", 
23, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , ,"
        ", 
24, , ,#, , , , , , , ,About        , 
25, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , ,        , 
26, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , ,"
                ", 
27, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , ,"

                      ", 
28, , ,#admissions, , , , , , , ,Chairman's Message, 
29, , ,https://namal.edu.pk/apply, , , , , , , ,"
                            ", 
30, , ,https://namal.edu.pk/why-namal, , , , , , , ,Vision And Mission, 
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , ,"
                            ", 
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,Core Values, 
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , ,"
                            ", 
34, , ,https://namal.edu.pk/financial-aid, , , , , , , ,The Namal Story, 
35, , ,https://namal.edu.pk/fee-structure, , , , , , , ,"
                            ", 
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , ,Namal Knowledge City, 
37, , ,https://namal.edu.pk/faqs, , , , , , , ,"
                            ", 
38, , ,#life-at-namal, , , , , , , ,People, 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , ,"
                            ", 
40, , ,https://namal.edu.pk/facilities, , , , , , , ,Quality Enhancement Cell, 
41, , ,https://namal.edu.pk/green-namal, , , , , , , ,"
                      ", 
42, , ,https://namal.edu.pk/news-events, , , , , , , ,"	
            ", 
43, , ,https://namal.edu.pk/apply, , , , , , , ,"
        ", 
44, , ,, , , , , , , ,Academics        , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , ,        , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
                ", 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , ,"

                      ", 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,Academic Calendar, 
49, , ,https://lms.namal.edu.pk/, , , , , , , ,"
                            ", 
50, , ,http://library.namal.edu.pk/, , , , , , , ,Student Handbook, 
51, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
                      ", 
52, , ,#, , , , , , , ,"	
            ", 
53, , ,https://namal.edu.pk/workshops-and-seminars/extreme-commerce-7629, , , , , , , ,"
        ", 
54, , ,https://namal.edu.pk/workshops-and-seminars/digital-marketing-bootcamp-8660, , , , , , , ,Departments        , 
55, , ,https://namal.edu.pk/workshops-and-seminars/remembering-the-sacrifices-of-imam-hussain-ra-6824, , , , , , , ,        , 
56, , ,https://namal.edu.pk/workshops-and-seminars/unleashing-your-inner-potential-9326, , , , , , , ,"
                ", 
57, , ,https://namal.edu.pk/workshops-and-seminars/let-us-become-food-sovereign-6542, , , , , , , ,"

                      ", 
58, , ,https://namal.edu.pk/workshops-and-seminars/idea-generation-workshop-3931, , , , , , , ,Academic Departments, 
59, , ,https://namal.edu.pk/workshops-and-seminars/?per_page=12, , , , , , , ,"
              ", 
60, , ,https://namal.edu.pk/workshops-and-seminars/?per_page=24, , , , , , , ,"
                            ", 
61, , ,https://namal.edu.pk/workshops-and-seminars/?per_page=12, , , , , , , ,Department Of Electrical Engineering, 
62, , ,https://namal.edu.pk/workshops-and-seminars/?per_page=36, , , , , , , ,"
                            ", 
63, , ,/, , , , , , , ,Department Of Computer Science, 
64, , ,https://www.namalknowledgecity.com, , , , , , , ,"
                            ", 
65, , ,https://namal.edu.pk/apply, , , , , , , ,Department Of Business Studies, 
66, , ,/academic-calendar, , , , , , , ,"
                            ", 
67, , ,, , , , , , , ,Department Of Mathematics, 
